Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,Cote d'Ivoire,2020,EXPIMP,Food Products,6156.56,312587.07,4.88,76.98,0.28,-1.58,-19.79,0,0,296,0,50,50,0,0,0,300.75,300.75,311990.98,7.31,4,296,8.11,1.35,90.54,0,17.6,0,947.75,155260.68,157031.05
United Kingdom,Cameroon,2020,EXPIMP,Food Products,5062.32,63.96,8.9,0.13,,,,0,0,218,0,79.36,20.64,0,0,0,21.47,21.47,40.2,11.75,9.5,218,40.83,2.29,56.88,0,25.6,0,41.29,45.9,15.77
United Kingdom,Colombia,2020,EXPIMP,Food Products,63659.93,15589.86,12.46,3.37,2.4,-0.92,-4.65,0,0,423,0,86.76,13.24,0,0,0,10231.82,10231.82,5298.11,12.39,12.52,423,48.46,2.6,48.94,0,25.6,0,10582.94,14294.69,1235.25
United Kingdom,Costa Rica,2020,EXPIMP,Food Products,3787.1,7640.17,6.63,2.49,1.92,-2.39,1.48,0,0,278,0,95.32,4.68,0,0,0,1208.65,1208.65,5284.07,16.31,14.48,278,86.33,1.8,11.87,0,33.6,0,2578.48,6492.72,0
United Kingdom,Cuba,2020,EXPIMP,Food Products,2665.9,7584.16,22.18,92.44,,,,13,16.7,7,14.29,28.57,57.14,0,26,0,2709.43,7577,0,13,16.7,7,14.29,28.57,57.14,0,26,0,2709.43,7577,0
United Kingdom,Cyprus,2020,EXPIMP,Food Products,74946.29,6760.94,12.28,2.67,1.06,-2.33,-3.11,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Czech Republic,2020,EXPIMP,Food Products,134590.41,167166.01,5.12,2.84,1.7,0.9,-0.42,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Germany,2020,EXPIMP,Food Products,1121665.26,3730505.81,2.69,5.01,0.77,1.16,-3.07,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Dominica,2020,EXPIMP,Food Products,706.25,39.36,9.4,4.93,,,,0,0,1,0,100,0,0,0,0,0,0,7.38,26,26,1,100,0,0,0,26,26,0,7.38,0
United Kingdom,Denmark,2020,EXPIMP,Food Products,225747.58,694460.14,7.45,11.22,1.15,0.64,-3.78,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Dominican Republic,2020,EXPIMP,Food Products,26737.59,1306.85,25.84,0.92,3.24,2.01,-24.47,0,0,100,0,100,0,0,0,0,0,0,1226.27,19.84,26.35,100,54,5,41,0,74.9,0,795.18,1224.1,2.18
United Kingdom,Algeria,2020,EXPIMP,Food Products,1756.93,1404.22,0.68,0.23,,,,0,0,2,0,50,50,0,0,0,1313.97,1313.97,11.06,9.6,9.6,2,50,0,50,0,9.6,9.6,1313.97,1325.03,0
United Kingdom,Ecuador,2020,EXPIMP,Food Products,15928.45,115206.59,17.34,48.93,2.09,-1.26,-10.35,0,0,422,0,88.15,11.85,0,0,0,5525.74,5525.74,109490.83,13.51,23.2,422,61.14,2.37,36.49,0,33.6,0,5568.82,114840.16,176.4
United Kingdom,"Egypt, Arab Rep.",2020,EXPIMP,Food Products,22011.72,16215.84,1.7,1.73,1.4,-16.34,7.66,0,0,694,0,99.28,0.72,0,0,0,717.02,717.02,15381.68,17.45,13.41,694,62.82,0.72,36.46,0,74.9,0,14700.95,16098.69,0
United Kingdom,Eritrea,2020,EXPIMP,Food Products,0,45.8,,95.1,,,,0,0,5,0,100,0,0,0,0,0,0,45.76,0,0,5,0,100,0,0,0,0,0,0,45.76
United Kingdom,Spain,2020,EXPIMP,Food Products,565254.07,1749344.94,5.07,9.42,1.19,-3.22,-18.53,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Estonia,2020,EXPIMP,Food Products,27391.26,2491.9,9.55,0.9,1.41,1.85,-3.3,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Ethiopia(excludes Eritrea),2020,EXPIMP,Food Products,6365.08,685.54,1.73,1.47,1.17,12.74,-14.82,0.16,0.01,46,2.17,97.83,0,0,12.8,0,0,3.45,681.45,9.23,3.69,46,26.09,13.04,60.87,0,24,0,630.66,633.76,51.13
United Kingdom,Finland,2020,EXPIMP,Food Products,101564.46,10302.61,6.44,0.38,1.59,0.6,5.02,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Fiji,2020,EXPIMP,Food Products,78.9,34150.88,0.92,98.03,1.47,-7.93,-59.89,0,0,34,0,100,0,0,0,0,0,0,34084.15,4.38,0.03,34,8.82,20.59,70.59,0,20,0,32145.11,32145.11,1939.04
United Kingdom,Falkland Island,2020,EXPIMP,Food Products,8396.28,1.56,12.82,0,,,,0,0,1,0,100,0,0,0,0,0,0,1.56,0,0,1,0,100,0,0,0,0,0,0,1.56
United Kingdom,France,2020,EXPIMP,Food Products,1275888.34,4118990.64,5.34,13.68,1.31,1.59,-3.54,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Faeroe Islands,2020,EXPIMP,Food Products,20625.71,29736.02,55.45,11.81,,,,8.85,5.56,70,50,2.86,47.14,0,20,0,24520.91,24741.21,4933.89,8.85,5.56,70,50,2.86,47.14,0,20,0,24520.91,24741.21,4933.89
United Kingdom,"Micronesia, Fed. Sts.",2020,EXPIMP,Food Products,19.29,6.05,3.01,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Georgia,2020,EXPIMP,Food Products,7266.94,804.33,9.5,4.99,1.63,-3.46,6.75,0,0,265,0,61.13,38.87,0,0,0,177.41,177.41,626.17,4.68,2.44,265,10.19,14.34,75.47,0,14.4,0,228.78,365.1,438.47
United Kingdom,Ghana,2020,EXPIMP,Food Products,29539.44,137096.14,7.47,65.82,,,,0,0,250,0,100,0,0,0,0,0,0,125421.05,10.31,12.23,250,61.2,4.8,34,0,25.6,0,3501.96,72928.49,52492.56
United Kingdom,Gibraltar,2020,EXPIMP,Food Products,25134.99,1.59,3.44,0.01,,,,12.8,12.8,30,13.33,0,86.67,0,12.8,12.8,1.58,1.58,0,12.8,12.8,30,13.33,0,86.67,0,12.8,12.8,1.58,1.58,0
United Kingdom,"Gambia, The",2020,EXPIMP,Food Products,4305.86,3.08,14.49,0.08,0.5,-7.08,17.46,0,0,31,0,100,0,0,0,0,0,0,3.08,19.02,19.02,31,58.06,0,41.94,0,33.6,10.5,3.08,3.08,0
United Kingdom,Greece,2020,EXPIMP,Food Products,96498.98,230312.08,8.66,18.51,2.02,-0.89,-7.25,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Grenada,2020,EXPIMP,Food Products,1181.54,128.32,11.15,46.24,1.06,-6.14,-1.8,0,0,147,0,100,0,0,0,0,0,0,128.2,4.05,1,147,23.13,10.2,66.67,0,24,0,83.77,86.1,42.1
United Kingdom,Greenland,2020,EXPIMP,Food Products,3.32,2.86,0.09,0.02,,,,0,0,23,0,100,0,0,0,0,0,0,2.85,20,20,23,100,0,0,0,20,20,0,2.85,0
United Kingdom,Guatemala,2020,EXPIMP,Food Products,6430.08,33809.6,16.99,29.75,1.53,0.46,-15.99,0,0,109,0,77.06,22.94,0,0,0,15713.1,15713.1,18064.56,10.84,0.59,109,46.79,3.67,49.54,0,25.6,0,33777.66,33777.66,0
United Kingdom,Guyana,2020,EXPIMP,Food Products,2558.04,23002.67,2.79,58.83,0.63,0.81,-22.54,0,0,104,0,100,0,0,0,0,0,0,22977.16,6.41,0.02,104,53.85,10.58,35.58,0,25.6,0,22958.19,22962.46,14.7
United Kingdom,"Hong Kong, China",2020,EXPIMP,Food Products,312389.46,19470.95,3.11,0.13,2.15,-6.28,-8.12,12.43,7.8,674,24.48,3.71,71.81,0,26,0,5736.2,17349.98,161.3,12.43,7.8,674,24.48,3.71,71.81,0,26,0,5736.2,17349.98,161.3
United Kingdom,Honduras,2020,EXPIMP,Food Products,294.73,33039.11,2.96,21.66,1.02,0.49,-14.28,0,0,103,0,98.06,1.94,0,0,0,79.59,79.59,32928.3,20.04,20,103,89.32,1.94,8.74,0,26,0,7219.7,33007.89,0
United Kingdom,Croatia,2020,EXPIMP,Food Products,26178.98,23638.32,9.8,9.24,1.2,-0.77,-0.98,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Hungary,2020,EXPIMP,Food Products,55502.41,247549.34,3.56,7.26,1.08,1.91,-5.4,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Indonesia,2020,EXPIMP,Food Products,16393.59,96921.58,2.21,5.56,0.28,4.22,-12.8,8.43,6.36,447,61.3,2.91,35.79,0,40.3,0,32377.76,59621.95,35148.5,14.55,10.35,447,62.42,1.34,36.24,0,57.6,0,32377.76,59621.95,35148.5
United Kingdom,India,2020,EXPIMP,Food Products,161227.92,195828.98,4.11,2.62,4.13,1.39,-12.91,7.71,7.69,1260,41.75,5.16,53.1,0,52.4,0,98999.73,164307.76,30060.71,12.37,11.72,1260,42.7,3.89,53.41,0,74.9,0,104427.39,169735.43,24633.05
United Kingdom,Ireland,2020,EXPIMP,Food Products,3093086.67,2885979.42,11.12,16.6,2.08,2.56,1.03,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Iran, Islamic Rep.",2020,EXPIMP,Food Products,2325.83,1591.33,3.11,10.79,,,,14.31,15.93,509,51.67,1.77,46.56,0,33.6,0,810.65,1508.76,25.81,14.31,15.93,509,51.67,1.77,46.56,0,33.6,0,810.65,1508.76,25.81
United Kingdom,Iraq,2020,EXPIMP,Food Products,38190.89,53.89,8.88,0.06,,,,18.97,17.97,193,64.77,0.52,34.72,0,57.6,0,23.56,50.78,3.06,18.97,17.97,193,64.77,0.52,34.72,0,57.6,0,23.56,50.78,3.06
United Kingdom,Iceland,2020,EXPIMP,Food Products,89382.68,84852.58,24.24,15.57,2.75,5.27,30.92,1.23,0.02,179,28.49,36.31,35.2,0,25,0,264.36,369.3,84125.08,6.75,9.48,179,43.02,10.06,46.93,0,25,0,282.64,40264.63,44229.75
United Kingdom,Israel,2020,EXPIMP,Food Products,86447.8,28174.82,4.26,2.13,1.14,3.25,15.48,0.56,0.66,1103,2.63,67.91,29.47,0,33.6,0,5237.05,7565.58,20191.29,12.43,12.58,1103,37.99,5.08,56.94,0,33.6,0,20257.89,27625.19,131.68
United Kingdom,Italy,2020,EXPIMP,Food Products,362727.19,2941429.73,3.29,12.41,0.98,-0.7,-0.85,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Jamaica,2020,EXPIMP,Food Products,5514.56,45941.93,10.53,84.31,1.15,-4.99,-6.99,0,0,814,0,81.82,18.18,0,0,0,10.83,10.83,42376.83,10.71,5.36,814,31.82,4.05,64.13,0,33.6,0,32016.49,41010.55,1377.11
United Kingdom,Jordan,2020,EXPIMP,Food Products,37908.87,852.11,12.77,1.48,2.1,6.92,8.09,0,0,305,0,99.02,0.98,0,0,0,73.28,73.28,767.21,13.59,12.12,305,45.9,1.31,52.79,0,33.6,0,307.29,824.72,15.77
United Kingdom,Japan,2020,EXPIMP,Food Products,238336.28,38340.8,3.34,0.38,1.29,-1.25,-6.23,0.27,0.01,934,3.1,93.47,3.43,0,17.5,0,3034.76,3670.21,32631.14,11.26,6.06,934,42.83,6.75,50.43,0,57.6,0,10418.54,27602.13,8699.22
United Kingdom,Kazakhstan,2020,EXPIMP,Food Products,2288.92,127.41,0.9,0.02,0.87,2.32,-1.12,0,0,4,0,100,0,0,0,0,0,0,127.29,0,0,4,0,100,0,0,0,0,0,0,127.29
United Kingdom,Kenya,2020,EXPIMP,Food Products,31780.9,12371.3,9.63,2.94,3.11,-7.97,-2.03,0,0,149,0,100,0,0,0,0,0,0,12321.2,9.87,20.27,149,63.76,9.4,26.85,0,33.6,0,12046.1,12099.27,221.93
United Kingdom,Cambodia,2020,EXPIMP,Food Products,10791.09,473.2,23.37,0.05,2.14,3.64,-18.43,0,0,5,0,100,0,0,0,0,0,0,472.75,,,5,0,0,100,0,,,472.75,472.75,0
United Kingdom,"Korea, Rep.",2020,EXPIMP,Food Products,160521,54054.6,3.27,1.15,2.18,1.66,-4.05,0,0,927,0,99.46,0.54,0,0,0,488.04,488.04,50624.1,13.73,12.94,927,45.31,4.21,50.49,0,57.6,0,41194.17,50823.25,288.88
United Kingdom,Kuwait,2020,EXPIMP,Food Products,50415.36,13.34,10.31,0,1.43,2.5,47.77,11.2,10.37,31,16.13,0,83.87,0,12.8,9.6,3.2,13.33,0,11.2,10.37,31,16.13,0,83.87,0,12.8,9.6,3.2,13.33,0
United Kingdom,Lao PDR,2020,EXPIMP,Food Products,42.62,245.34,1.48,0.9,5.96,-4.05,-18.93,0,0,6,0,100,0,0,0,0,0,0,245.11,0,0,6,0,50,50,0,0,0,115.02,115.02,130.09
United Kingdom,Lebanon,2020,EXPIMP,Food Products,24685.88,11971.66,11.64,22.45,1.59,-21.47,-33.97,0.64,0.29,841,1.19,64.92,33.89,0,14.4,0,5600.2,5738.88,6173.72,11.78,13.04,841,34.13,5.95,59.93,0,33.6,0,9649.45,11766.83,145.77
United Kingdom,St. Lucia,2020,EXPIMP,Food Products,1673.08,867.41,6.4,18.93,0.98,-9.26,2.36,0,0,73,0,100,0,0,0,0,0,0,638.66,3.72,2.89,73,68.49,16.44,15.07,0,25.6,0,164.6,494.85,143.81
United Kingdom,Sri Lanka,2020,EXPIMP,Food Products,14705.6,20783.5,8.78,2.64,2.56,0.06,-22.9,0.69,0.16,547,0.91,55.94,43.14,0,12.8,0,11124.66,11124.66,2667.52,11.12,12.18,547,49.36,4.75,45.89,0,33.6,0,11136.52,13525.27,266.9
United Kingdom,Lesotho,2020,EXPIMP,Food Products,0,1.26,,0.16,0.01,-3.86,-92.54,0,0,46,0,100,0,0,0,0,0,0,1.26,6.55,6.55,46,26.09,2.17,71.74,0,12,0,1.26,1.26,0
United Kingdom,Lithuania,2020,EXPIMP,Food Products,37276.45,324046.13,6.96,27.54,0.87,3.63,11.06,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Luxembourg,2020,EXPIMP,Food Products,11694.19,4641.22,3.87,0.92,1.58,2.12,1.93,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Latvia,2020,EXPIMP,Food Products,291550.24,48134.87,54.53,5.11,3.69,2.84,15.5,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Macao,2020,EXPIMP,Food Products,9098.1,1.96,6.16,0.03,1.5,-8.27,-5.44,,,8,0,0,100,0,,,1.96,1.96,0,,,8,0,0,100,0,,,1.96,1.96,0
United Kingdom,Morocco,2020,EXPIMP,Food Products,14228.46,40164.66,2.56,5.42,0.75,3.12,-17.37,0,0,249,0,100,0,0,0,0,0,0,40089.11,13.08,13.12,249,72.29,1.61,26.1,0,25.6,0,2374.9,40070.03,19.07
United Kingdom,Moldova,2020,EXPIMP,Food Products,477.41,6552.45,1.76,16.53,0.99,0.09,-13.67,0,0,284,0,47.89,52.11,0,0,0,6493.29,6493.29,52.97,0,0,284,0,5.63,94.37,0,0,0,6497.21,6497.21,49.04
United Kingdom,Madagascar,2020,EXPIMP,Food Products,15.02,243.74,0.2,0.67,0.12,-7.85,-26.98,0,0,61,0,100,0,0,0,0,0,0,243.51,10.51,17.02,61,52.46,1.64,45.9,0,25,0,154.21,231.14,12.37
United Kingdom,Maldives,2020,EXPIMP,Food Products,1602.68,6202.78,10.49,69.23,,,,24.04,24.04,26,100,0,0,0,25,24,0,6196.92,0,24.04,24.04,26,100,0,0,0,25,24,0,6196.92,0
United Kingdom,Mexico,2020,EXPIMP,Food Products,130170.52,137261.9,9.87,4.18,3.76,-3.19,-22.93,3.81,0.26,836,12.8,49.16,38.04,0,33.6,0,43982.55,47598.87,89350.43,11.27,2.27,836,40.43,5.98,53.59,0,33.6,0,44716.51,60839.23,76110.07
United Kingdom,North Macedonia,2020,EXPIMP,Food Products,4245.33,7937.17,0.31,4.97,0.08,0.55,-0.2,0,0,424,0,39.86,60.14,0,0,0,255.67,255.67,7662.63,13.46,13.41,424,15.8,3.54,80.66,0,24,0,6275.8,7906.13,12.16
United Kingdom,Mali,2020,EXPIMP,Food Products,2440.91,1213.72,3.23,23.35,,,,0,0,26,0,100,0,0,0,0,0,0,1212.57,24.04,24.04,26,100,0,0,0,25,24,0,1212.57,0
United Kingdom,Malta,2020,EXPIMP,Food Products,65334.97,3508.74,10.24,4.61,1.73,-6.22,-1.24,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Myanmar,2020,EXPIMP,Food Products,11610.73,1295.32,28.15,0.34,3.02,1.6,-12.55,0,0,70,0,100,0,0,0,0,0,0,1165.18,16.48,19.85,70,52.86,0,47.14,0,20,11.2,465.19,1165.18,0
United Kingdom,Mozambique,2020,EXPIMP,Food Products,793.45,3987.01,1.24,55.84,0.11,-2.01,1.14,0,0,20,0,100,0,0,0,0,0,0,3983.24,,,20,0,0,100,0,,,3983.24,3983.24,0
United Kingdom,Mauritius,2020,EXPIMP,Food Products,11941.53,76593.13,19.15,65.2,2.72,-4.78,-8.06,0,0,277,0,100,0,0,0,0,0,0,76520.76,10.06,23.77,277,44.4,3.97,51.62,0,25,0,23491.05,76504.33,16.43
United Kingdom,Malawi,2020,EXPIMP,Food Products,11.79,1266.77,0.09,3.6,0.13,21.07,9.21,0,0,29,0,100,0,0,0,0,0,0,1265.57,10.83,13.21,29,31.03,10.34,58.62,0,33.6,0,1256.28,1264.23,1.35
United Kingdom,Malaysia,2020,EXPIMP,Food Products,49575.19,36553.93,2.88,1.47,1.76,1.01,-17.29,13.57,11.6,580,50,3.79,46.21,0,41.6,0,15025.88,34865.03,232.19,13.57,11.6,580,50,3.79,46.21,0,41.6,0,15025.88,34865.03,232.19
United Kingdom,Namibia,2020,EXPIMP,Food Products,870.43,58.64,1.44,0.15,0.95,-10.03,20.06,0,0,167,0,38.32,61.68,0,0,0,10.61,10.61,47.98,0,0,167,0,1.8,98.2,0,0,0,10.61,10.61,47.98
United Kingdom,Nigeria,2020,EXPIMP,Food Products,94705.93,7522.93,7.43,0.59,2.31,20.94,0.93,4.23,1.73,274,46.72,10.58,42.7,0,28.5,0,1173.69,2982,4514.99,9.05,2.82,274,47.81,8.39,43.8,0,33.6,0,1173.69,2982,4514.99
United Kingdom,Nicaragua,2020,EXPIMP,Food Products,140.75,5526.41,2.77,7.18,0.82,-0.4,-3.06,0,0,59,0,40.68,59.32,0,0,0,1998.69,1998.69,3522.5,11.14,7.51,59,30.51,5.08,64.41,0,26,0,4229.03,5521.19,0
United Kingdom,Netherlands,2020,EXPIMP,Food Products,1040185.08,3645773.65,4.11,7.88,1.01,0.91,0.88,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Norway,2020,EXPIMP,Food Products,332841.49,84457.27,6.44,0.63,1.24,4.97,20.48,4.35,2.62,354,24.86,37.01,38.14,0,20,0,8229.68,22448.9,61233.53,8.87,3.76,354,42.66,10.73,46.61,0,33.6,0,8332.61,22940.42,60742.02
United Kingdom,Nepal,2020,EXPIMP,Food Products,1131.32,609.81,12.07,3.54,9.38,0.2,-26.74,0,0,107,0,100,0,0,0,0,0,0,598.66,12.42,8.12,107,55.14,2.8,42.06,0,19.2,0,486.98,598.66,0
