Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,Cote d'Ivoire,2021,EXPIMP,Food Products,6025.47,261034.21,3.19,51.2,,,,0,0,49,0,100,0,0,0,0,0,0,261034.21,9.86,2.74,49,71.43,12.24,0,16.33,52.44,0,0,105884.23,155149.98
United Kingdom,Cameroon,2021,EXPIMP,Food Products,7476.1,51.4,12.84,0.09,,,,0,0,109,0,100,0,0,0,0,0,0,47.19,9.89,8.19,109,61.47,6.42,0,32.11,44.53,0,0,33.45,13.74
United Kingdom,Colombia,2021,EXPIMP,Food Products,96494.56,19762.56,22.09,3.26,3.74,8.55,23.22,8.39,10.19,437,0,89.47,0,10.53,106.04,0,0,8233.32,11475.48,16.83,19.46,437,65.45,5.72,0,28.83,106.04,0,0,18197.54,1511.26
United Kingdom,Cape Verde,2021,EXPIMP,Food Products,807.01,1.6,20.04,0.33,,,,0,0,4,0,100,0,0,0,0,0,0,1.6,4.6,4.6,4,0,0,0,100,5.84,3.53,0,1.6,0
United Kingdom,Costa Rica,2021,EXPIMP,Food Products,5464.27,13505.86,7.46,4.47,2.95,2.77,19.64,10.37,24.1,260,0,92.31,0,7.69,106.04,0,0,4627.59,7569.16,25.36,34.6,260,81.92,1.92,0,16.15,106.04,0,0,12196.75,0
United Kingdom,Cuba,2021,EXPIMP,Food Products,1475.36,6755.99,20.9,87.03,,,,18.41,24.46,9,33.33,22.22,0,44.44,50,0,0,6755.99,0,18.41,24.46,9,33.33,22.22,0,44.44,50,0,0,6755.99,0
United Kingdom,Cayman Islands,2021,EXPIMP,Food Products,4166.31,13.96,6.43,1.48,1.64,3.5,34.49,0,0,269,0,100,0,0,0,0,0,0,13.96,5.99,3.13,269,0,0.74,0,99.26,46.54,0,0,13.96,0
United Kingdom,Cyprus,2021,EXPIMP,Food Products,60294.18,6055.28,15.51,2.82,1.87,7.54,-5.49,0,0,659,0,100,0,0,0,0,0,0,6055.28,14.14,9.05,659,40.82,5.16,0,54.02,71.67,0,0,5751.4,303.88
United Kingdom,Czech Republic,2021,EXPIMP,Food Products,113107.35,187377.22,4.63,3.09,1.31,7.54,-9.44,0,0,930,0,100,0,0,0,0,0,0,187329.47,14.54,8.33,930,46.24,8.28,0,45.48,118.41,0,0,176544.88,10784.6
United Kingdom,Germany,2021,EXPIMP,Food Products,848564.54,3029524.64,2.07,4.01,0.84,5.64,-1.89,0,0,1735,0,100,0,0,0,0,0,0,2881333.98,18.35,13.33,1735,53.14,6.57,0,40.29,203.96,0,0,2711388.17,169945.81
United Kingdom,Dominica,2021,EXPIMP,Food Products,589.49,132.34,4.53,13.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Denmark,2021,EXPIMP,Food Products,236236.57,626860.67,7.03,9.57,1.22,7.26,-12.92,0,0,1432,0,100,0,0,0,0,0,0,537295.17,16.28,14.12,1432,52.37,6.28,0,41.34,118.41,0,0,479656.98,57638.19
United Kingdom,Dominican Republic,2021,EXPIMP,Food Products,82060.37,3841.57,48.27,3.1,5.37,9.99,55.79,0,0,101,0,100,0,0,0,0,0,0,3784.88,17.45,17.08,101,71.29,5.94,0,22.77,70,0,0,3771.72,13.16
United Kingdom,Algeria,2021,EXPIMP,Food Products,2036.05,3584.75,0.68,0.25,,,,3.49,0.02,66,0,78.79,0,21.21,30.49,0,0,4.07,3525.68,9.5,0.16,66,72.73,6.06,0,21.21,38.49,0,0,63,3466.75
United Kingdom,Ecuador,2021,EXPIMP,Food Products,22736.7,147723.55,24.86,51,2.32,15.83,3.35,0.21,0.01,344,0,91.57,0,8.43,13.18,0,0,2978.61,144722.7,12.55,19.95,344,68.31,2.62,0,29.07,46.16,0,0,147277.61,423.71
United Kingdom,"Egypt, Arab Rep.",2021,EXPIMP,Food Products,31169.12,19162.39,1.65,1.57,0.92,-4.17,-30.46,0.06,0.14,675,0.89,98.96,0,0.15,8,0,0,3251.7,15669.34,16.14,7.53,675,63.11,2.52,0,34.37,118.41,0,0,14607.49,4313.55
United Kingdom,Eritrea,2021,EXPIMP,Food Products,6.47,72.98,0.22,57.51,,,,0.03,0.01,24,0,79.17,0,20.83,0.79,0,0,6.63,66.35,0.03,0.01,24,0,79.17,0,20.83,0.79,0,0,6.63,66.35
United Kingdom,Spain,2021,EXPIMP,Food Products,506154.89,1666955.3,4.52,8.15,1.21,8.72,-5.51,0,0,1646,0,100,0,0,0,0,0,0,1629410.22,17.48,10.1,1646,53.16,7.05,0,39.79,203.96,0,0,1426799.08,202611.14
United Kingdom,Estonia,2021,EXPIMP,Food Products,25907.88,5285.21,7.72,1.27,1.9,6.27,8.97,0,0,297,0,100,0,0,0,0,0,0,5284.98,12.17,4.37,297,67.34,8.42,0,24.24,108.54,0,0,2997.67,2287.31
United Kingdom,Ethiopia(excludes Eritrea),2021,EXPIMP,Food Products,8944.9,1050.77,1.57,1.89,1.25,22.95,10.55,4.6,3.6,31,41.94,58.06,0,0,20,0,0,583.26,467.51,11.02,10.35,31,41.94,12.9,0,45.16,26.23,0,0,830.68,220.09
United Kingdom,Finland,2021,EXPIMP,Food Products,74043.36,16042.71,5.51,0.56,1.84,3.25,-6.19,0,0,564,0,100,0,0,0,0,0,0,16025.59,15.11,17.11,564,33.33,6.91,0,59.75,118.41,0,0,14892.68,1132.9
United Kingdom,Fiji,2021,EXPIMP,Food Products,550.51,2220.42,6.51,67.56,0.9,11.57,-20.57,0,0,95,0,100,0,0,0,0,0,0,2203.7,8.82,0.67,95,67.37,9.47,0,23.16,26.23,0,0,112.89,2090.81
United Kingdom,Falkland Island,2021,EXPIMP,Food Products,9197.53,3.43,10.92,0.09,,,,0,0,1,0,100,0,0,0,0,0,0,3.43,0,0,1,0,100,0,0,0,0,0,0,3.43
United Kingdom,France,2021,EXPIMP,Food Products,1448232.06,4166000.1,5.49,13.59,1.76,6.01,14.67,0,0,1731,0,100,0,0,0,0,0,0,4100685.63,18.31,11.46,1731,53.55,6.41,0,40.03,203.96,0,0,3608036.68,492648.95
United Kingdom,Faeroe Islands,2021,EXPIMP,Food Products,8501.24,60086.33,39.53,20.32,,,,23.52,35.29,85,57.65,3.53,0,38.82,118.41,0,0,60073.31,0,23.77,35.29,85,60,1.18,0,38.82,118.41,0,0,60073.31,0
United Kingdom,"Micronesia, Fed. Sts.",2021,EXPIMP,Food Products,0,6.53,,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Georgia,2021,EXPIMP,Food Products,10592.8,1103.5,10.63,2.86,1.61,8.53,-0.62,0,0,333,0,100,0,0,0,0,0,0,1079.12,5.41,2.2,333,6.91,11.71,0,81.38,51.66,0,0,696.83,382.29
United Kingdom,Ghana,2021,EXPIMP,Food Products,33887.23,92116.04,6.14,50.53,,,,0,0,451,0,97.78,1.77,0.44,0,0,0.97,0.97,81443.8,11.71,12.85,451,72.28,6.43,0,21.29,52.44,0,0,56804.68,24640.08
United Kingdom,"Gambia, The",2021,EXPIMP,Food Products,5984.58,3.06,16.21,0.08,0.89,-3.04,10.51,2,1.24,8,50,50,0,0,6,0,0,0.95,2.11,11.76,14.71,8,50,25,0,25,25.23,0,0,3.06,0
United Kingdom,Greece,2021,EXPIMP,Food Products,107534.2,199394.62,10.93,16.79,2.92,56.53,34.88,0,0,1287,0,100,0,0,0,0,0,0,199360.36,17.43,13.07,1287,50.66,5.36,0,43.98,203.96,0,0,197405.73,1954.63
United Kingdom,Grenada,2021,EXPIMP,Food Products,1359.2,118.93,11.39,30.3,1.07,2.96,4.8,0,0,124,0,100,0,0,0,0,0,0,117.3,6.45,2.39,124,28.23,6.45,0,65.32,33.18,0,0,98.91,18.39
United Kingdom,Greenland,2021,EXPIMP,Food Products,0,1857.22,,7.09,,,,0,0,34,0,100,0,0,0,0,0,0,1857.22,20,20,34,100,0,0,0,20,20,0,1857.22,0
United Kingdom,Guatemala,2021,EXPIMP,Food Products,8665.08,33310.53,20.22,28.27,2.26,11.81,36.33,23.59,30.53,91,0,91.21,0,8.79,106.04,0,0,32476.96,833.57,27.66,30.94,91,65.93,17.58,0,16.48,106.04,0,0,32484.05,826.48
United Kingdom,Guyana,2021,EXPIMP,Food Products,6771.42,17479.8,6.85,65.57,2.06,21.64,76.95,0,0,136,0,100,0,0,0,0,0,0,17470.52,16.41,42.43,136,58.82,19.12,0,22.06,106.04,0,0,17448.64,21.88
United Kingdom,"Hong Kong, China",2021,EXPIMP,Food Products,356734.2,27602.39,3.63,0.45,2.91,6.56,7.95,11.79,6.6,790,39.49,5.19,0,55.32,50.31,0,0,24818.05,215.31,11.79,6.6,790,39.49,5.19,0,55.32,50.31,0,0,24818.05,215.31
United Kingdom,Honduras,2021,EXPIMP,Food Products,877.09,34462.45,4.38,20.4,1.75,13.49,52.16,13.69,9,105,0,96.19,0,3.81,106.04,0,0,3330.79,31131.66,27.47,25.9,105,87.62,2.86,0,9.52,106.04,0,0,32353.72,2108.72
United Kingdom,Croatia,2021,EXPIMP,Food Products,15775.66,17347.52,8.93,9.11,1.43,9.51,-22.97,0,0,435,0,100,0,0,0,0,0,0,17347.52,17.35,23.74,435,30.57,1.61,0,67.82,71.67,0,0,16031.5,1316.02
United Kingdom,Hungary,2021,EXPIMP,Food Products,49114.06,232483.51,2.93,7.21,0.88,6.91,-22.39,0,0,713,0,100,0,0,0,0,0,0,231233.48,17.72,24.32,713,36.47,5.19,0,58.35,153.13,0,0,223682.15,7551.34
United Kingdom,Indonesia,2021,EXPIMP,Food Products,25098.35,153042.53,2.66,7.47,0.4,11.93,21.69,5.46,0.97,678,0,78.32,0.59,21.09,118.41,0,6.71,39107.09,111366.66,15.1,9.25,678,76.7,1.77,0,21.53,118.41,0,0,83164.86,67308.89
United Kingdom,India,2021,EXPIMP,Food Products,232193.44,262714.27,3.82,2.32,5.54,8.09,20.39,7.71,2.53,1295,0.31,55.83,0.93,42.93,153.13,0,2229.77,122872.72,138692.57,17.02,10.24,1295,51.89,4.86,0,43.24,153.13,0,0,192504.68,69060.61
United Kingdom,Ireland,2021,EXPIMP,Food Products,2640478.17,2370796.87,9.06,12.19,2.24,-1.12,-7.55,0,0,1734,0,100,0,0,0,0,0,0,2341914.13,17.98,13.78,1734,53.4,6.81,0,39.79,203.96,0,0,1990009.66,351904.48
United Kingdom,"Iran, Islamic Rep.",2021,EXPIMP,Food Products,1285.87,1959.86,1.47,6.78,,,,21.8,17.34,681,65.79,2.06,0,32.16,203.96,0,0,1836.26,41.95,21.8,17.34,681,65.79,2.06,0,32.16,203.96,0,0,1836.26,41.95
United Kingdom,Iraq,2021,EXPIMP,Food Products,48301.77,1348.54,10.9,60.85,,,,13.94,1.27,324,54.94,1.23,0,43.83,51.66,0,0,110.25,1213.57,13.94,1.27,324,54.94,1.23,0,43.83,51.66,0,0,110.25,1213.57
United Kingdom,Iceland,2021,EXPIMP,Food Products,73780.5,66746.84,18.04,11.61,2.6,7.8,-1.75,4.2,0.12,211,29.86,47.39,0,22.75,118.41,0,0,507.11,66044.65,10.4,12.39,211,64.45,11.37,0,24.17,118.41,0,0,41248.62,25303.14
United Kingdom,Israel,2021,EXPIMP,Food Products,124903.11,45677,6.72,2.14,1.48,9.8,8.67,3.56,3.21,1164,2.15,71.74,0,26.12,92.82,0,0,16379.76,28799.9,17.17,14.11,1164,46.91,4.9,0,48.2,203.96,0,0,44692.83,486.83
United Kingdom,Italy,2021,EXPIMP,Food Products,315579.84,3128074.55,2.59,12.07,0.95,7.55,-10.76,0,0,1735,0,100,0,0,0,0,0,0,3075476.59,17.96,9.28,1735,53.49,6.4,0,40.12,203.96,0,0,2812324.28,263152.31
United Kingdom,Jamaica,2021,EXPIMP,Food Products,6461.42,54949.89,11.38,84.9,1.27,9.96,-0.17,0,0,796,0,100,0,0,0,0,0,0,52166.72,10.46,6.1,796,37.44,6.28,0,56.28,52.93,0,0,50424.06,1742.67
United Kingdom,Jordan,2021,EXPIMP,Food Products,39223.24,1169.65,13.02,0.97,2.62,2.38,-2.38,0,0,275,0,100,0,0,0,0,0,0,1057.6,12.86,12.23,275,55.64,3.64,0,40.73,38.49,0,0,1030.41,27.18
United Kingdom,Japan,2021,EXPIMP,Food Products,288555.74,63986.8,3.81,0.67,1.57,1.63,5.5,1.22,0.2,988,3.24,95.95,0,0.81,36.89,0,0,4875.83,54262.12,12.22,6.37,988,43.22,7.49,0,49.29,118.41,0,0,43434.82,15703.12
United Kingdom,Kazakhstan,2021,EXPIMP,Food Products,3812.22,5.65,1.15,0,1.22,11.03,18.18,0,0,4,0,100,0,0,0,0,0,0,5.65,0,0,4,0,100,0,0,0,0,0,0,5.65
United Kingdom,Kenya,2021,EXPIMP,Food Products,36442.19,13142.96,9.21,2.44,4,5.69,11.77,0,0,342,0,100,0,0,0,0,0,0,13098.96,11.64,20.27,342,35.09,3.51,0,61.4,57.86,0,0,12709.08,389.87
United Kingdom,Cambodia,2021,EXPIMP,Food Products,15076.57,774.17,25.24,0.1,4.91,-1.05,28.35,5.55,1.56,65,73.85,26.15,0,0,25,0,0,85.48,688.7,9.88,14.62,65,73.85,7.69,0,18.46,26.98,0,0,745.21,28.96
United Kingdom,"Korea, Rep.",2021,EXPIMP,Food Products,203214.78,73946.16,3.14,1.18,2.23,6.92,8.88,0.05,0.04,741,0.67,99.33,0,0,6,0,0,757.61,68357.85,13.51,13.75,741,64.24,7.69,0,28.07,118.41,0,0,67129.17,1986.29
United Kingdom,Kuwait,2021,EXPIMP,Food Products,52600.15,30.55,7.42,0,1.31,-9.64,-35.93,14.18,13.26,82,65.85,0,0,34.15,44.53,8,0,30.55,0,14.18,13.26,82,65.85,0,0,34.15,44.53,8,0,30.55,0
United Kingdom,Lao PDR,2021,EXPIMP,Food Products,177.78,869.94,1.27,3.09,5.08,7.31,14.26,0,0,2,0,100,0,0,0,0,0,0,869.94,95.44,95.44,2,0,0,0,100,106.04,84.83,0,869.94,0
United Kingdom,Lebanon,2021,EXPIMP,Food Products,28541.36,10446.38,13.93,20.18,1.36,3.53,-3.29,1.9,1.33,1035,0.97,72.37,0,26.67,46.54,0,0,3601.38,6716.73,12,9.93,1035,45.6,6.67,0,47.73,118.41,0,0,10030.19,287.92
United Kingdom,Libya,2021,EXPIMP,Food Products,18174.31,9.33,12.88,0,,,,8,8,1,100,0,0,0,8,8,0,0.3,0,8,8,1,100,0,0,0,8,8,0,0.3,0
United Kingdom,St. Lucia,2021,EXPIMP,Food Products,2022.83,1146.65,9.04,35.73,,,,0,0,72,0,100,0,0,0,0,0,0,902.13,4.45,2.2,72,70.83,13.89,0,15.28,26.98,0,0,627.49,274.64
United Kingdom,Sri Lanka,2021,EXPIMP,Food Products,16142.69,23408.66,7.38,3.01,2.27,6.74,-5.95,7.74,1.4,657,0.91,69.1,0,29.98,106.04,0,0,10418.94,6391.41,15.29,9.33,657,61.8,5.18,0,33.03,106.04,0,0,16357.31,453.04
United Kingdom,Lithuania,2021,EXPIMP,Food Products,41146.44,204259.21,5.87,15.39,0.97,5.89,-35.55,0,0,1076,0,100,0,0,0,0,0,0,204110.39,16.82,17.87,1076,48.14,6.78,0,45.07,118.41,0,0,197147.49,6962.9
United Kingdom,Luxembourg,2021,EXPIMP,Food Products,5842.14,1370.69,0.79,0.32,1.01,3.83,-12.35,0,0,379,0,100,0,0,0,0,0,0,1368.65,16.01,10.93,379,30.61,2.11,0,67.28,118.41,0,0,1368.65,0
United Kingdom,Latvia,2021,EXPIMP,Food Products,282485.65,46569.79,48.85,3.07,1.1,0.76,-66.92,0,0,952,0,100,0,0,0,0,0,0,46337.59,13.36,6.92,952,46.74,7.88,0,45.38,118.41,0,0,17258.89,29078.7
United Kingdom,Morocco,2021,EXPIMP,Food Products,19227.36,38063.35,2.46,2.87,0.65,11.24,2.33,0.91,0,615,0,99.84,0,0.16,30.1,0,0,2.12,38041.48,12.99,12.06,615,52.68,1.46,0,45.85,33.18,0,0,36150,1893.6
United Kingdom,Moldova,2021,EXPIMP,Food Products,1500.62,7715.46,4.65,13.58,0.99,11.56,10.33,2.2,12.99,367,0,30.52,0,69.48,46.54,0,0,7333.82,381.64,10.48,13.55,367,21.53,3.81,0,74.66,46.54,0,0,7644.85,70.61
United Kingdom,Madagascar,2021,EXPIMP,Food Products,212.03,312.7,1.84,0.87,0.72,17.74,180.18,0,0,61,0,100,0,0,0,0,0,0,312.7,6.96,9.92,61,81.97,3.28,0,14.75,25,0,0,289.69,23.01
United Kingdom,Maldives,2021,EXPIMP,Food Products,2786.48,9364.1,12.23,82.53,2.05,,,20.19,20.19,26,100,0,0,0,25,20,0,9364.1,0,20.19,20.19,26,100,0,0,0,25,20,0,9364.1,0
United Kingdom,Mexico,2021,EXPIMP,Food Products,174765.33,117814,12.3,3.1,5.24,9.88,21.16,7.31,1.11,961,16.65,51.4,0,31.95,108.54,0,0,57019.38,60602.11,13.71,3.18,961,44.22,6.35,0,49.43,118.41,0,0,72241.49,45380
United Kingdom,Marshall Islands,2021,EXPIMP,Food Products,0,100.04,,34.78,,,,6,6,1,100,0,0,0,6,6,0,100.04,0,6,6,1,100,0,0,0,6,6,0,100.04,0
United Kingdom,North Macedonia,2021,EXPIMP,Food Products,5595.85,9149.27,0.27,4.52,0.07,9.65,10.92,0.76,0.38,451,0,43.46,0,56.54,46.54,0,0,373.21,8565.07,10.14,8.6,451,27.27,3.99,0,68.74,46.54,0,0,8864.62,73.66
United Kingdom,Mali,2021,EXPIMP,Food Products,3113.71,2.75,8.09,0.04,,,,0,0,1,0,100,0,0,0,0,0,0,2.75,0,0,1,0,100,0,0,0,0,0,0,2.75
United Kingdom,Malta,2021,EXPIMP,Food Products,57580.65,5179.94,11.96,4.37,1.7,4.77,-4.89,0,0,285,0,100,0,0,0,0,0,0,5179.94,13.42,12.4,285,76.84,3.86,0,19.3,118.41,0,0,5175.28,4.66
United Kingdom,Myanmar,2021,EXPIMP,Food Products,12636.3,1452.52,48,0.39,3.54,1.11,-8.84,13.94,14.56,116,88.79,11.21,0,0,25,0,0,1047.1,386.95,17.37,18.63,116,88.79,0,0,11.21,26.94,6,0,1434.05,0
United Kingdom,Montenegro,2021,EXPIMP,Food Products,7624.6,14.52,20.38,0.39,1.16,15.9,20.16,0,0,3,0,100,0,0,0,0,0,0,14.52,0,0,3,0,100,0,0,0,0,0,0,14.52
United Kingdom,Mozambique,2021,EXPIMP,Food Products,443.37,8393.5,0.81,55.58,0.1,12.49,-12.35,0,0,34,0,100,0,0,0,0,0,0,8393.5,32,58.01,34,64.71,2.94,0,32.35,106.04,0,0,5106.3,3287.19
