Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,New Zealand,2017,EXPIMP,Food Products,51291.63,342874.57,4.59,30.61,0.79,5.94,9.98,15.41,8.27,869,34.41,4.26,10.47,50.86,133.09,0,333724,338226.43,950.51,15.41,8.27,869,34.41,4.26,10.47,50.86,133.09,0,333724,338226.43,950.51
United Kingdom,"Other Asia, nes",2017,EXPIMP,Food Products,248893.22,20453.35,16.43,0.46,12.65,2.22,2.13,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Oman,2017,EXPIMP,Food Products,26578.12,390.79,1.11,0.54,1.02,3.44,-5.26,14.15,20.36,108,1.85,1.85,22.22,74.07,39.83,0,389.05,390.79,0,14.15,20.36,108,1.85,1.85,22.22,74.07,39.83,0,389.05,390.79,0
United Kingdom,Pakistan,2017,EXPIMP,Food Products,24035.49,22679.41,2.72,1.39,1.5,2.48,20.03,6.71,4.95,670,0.45,62.09,7.46,30,139.77,0,5651.08,16463.77,4518.49,21.9,10.94,670,59.7,1.34,7.61,31.34,139.77,0,5651.08,20978.93,3.33
United Kingdom,Panama,2017,EXPIMP,Food Products,53754.3,749.53,30.66,2.31,5.86,0.6,-9.62,0,0,22,0,90.91,9.09,0,0,0,288.39,288.39,428.88,0,0,22,0,81.82,18.18,0,0,0,288.39,288.39,428.88
United Kingdom,Peru,2017,EXPIMP,Food Products,44411.05,18681.89,19.29,4.08,3.17,4.87,-2.99,1.73,0.33,454,0,67.18,3.3,29.52,61.53,0,190.65,8640.11,9744.17,11.08,11.83,454,39.43,9.91,8.81,41.85,61.53,0,240.23,16481.58,1902.7
United Kingdom,Philippines,2017,EXPIMP,Food Products,101792.82,92547.68,14.9,13.23,0.99,2.56,13.33,4,1.14,713,0.42,63.81,9.26,26.51,55.66,0,7679.65,30667.55,55373.89,15.76,21.83,713,58.35,1.96,9.54,30.15,55.66,0,7684.69,86031.26,10.18
United Kingdom,Papua New Guinea,2017,EXPIMP,Food Products,355.81,8724.32,1.22,6.49,,,,0,0,22,0,100,0,0,0,0,0,0,8724.32,12.02,23.97,22,95.45,4.55,0,0,25,0,0,8697.43,26.89
United Kingdom,Poland,2017,EXPIMP,Food Products,346481.89,1537383.11,5.4,11.3,1.68,6.15,2.42,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Portugal,2017,EXPIMP,Food Products,130197.02,254102.84,6.43,6.52,1.07,7.73,3.69,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Paraguay,2017,EXPIMP,Food Products,22046.02,70106.99,51.45,78.31,8.4,7.29,3.89,0,0,24,0,87.5,12.5,0,0,0,2.06,2.06,70104.93,22.71,0.46,24,12.5,4.17,12.5,70.83,76.78,0,2.06,426.99,69680
United Kingdom,Occ.Pal.Terr,2017,EXPIMP,Food Products,1376.02,453.38,18.95,10.17,1.13,6.88,-10.32,0,0,41,0,100,0,0,0,0,0,0,453.38,16.17,22.38,41,51.22,4.88,34.15,9.76,30.59,0,80.04,453.38,0
United Kingdom,Qatar,2017,EXPIMP,Food Products,50307.82,1.21,1.61,0,0.9,4.04,13.57,21.41,21.41,2,0,0,0,100,28.3,14.52,0,1.21,0,21.41,21.41,2,0,0,0,100,28.3,14.52,0,1.21,0
United Kingdom,Romania,2017,EXPIMP,Food Products,62302.23,83402.68,3.9,3.25,0.77,8.14,15.65,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Russian Federation,2017,EXPIMP,Food Products,120675.09,95360.55,3.26,1.32,2.22,7.24,13.17,14.94,2.7,295,62.71,9.49,16.95,10.85,74.9,0,6083.18,15570.67,79789.88,14.94,2.7,295,62.71,9.49,16.95,10.85,74.9,0,6083.18,15570.67,79789.88
United Kingdom,Rwanda,2017,EXPIMP,Food Products,99.48,1.48,0.84,0.01,0.57,22.9,4.25,0,0,1,0,100,0,0,0,0,0,0,1.48,0,0,1,0,100,0,0,0,0,0,0,1.48
United Kingdom,Saudi Arabia,2017,EXPIMP,Food Products,132117.56,1878.53,2.44,0.1,0.87,-4.09,0.7,11.98,15.24,157,47.13,5.1,31.85,15.92,53.98,0,695.9,1705.45,19.22,11.98,15.24,157,47.13,5.1,31.85,15.92,53.98,0,695.9,1705.45,19.22
United Kingdom,Senegal,2017,EXPIMP,Food Products,1053.79,82.7,0.41,0.17,0.28,10.34,-19.05,0,0,5,0,100,0,0,0,0,0,0,78.6,12,12,5,100,0,0,0,12.8,11.2,0,78.6,0
United Kingdom,"Serbia, FR(Serbia/Montenegro)",2017,EXPIMP,Food Products,8801.98,15010.95,4.57,5.15,0.85,7.12,8.14,15.63,18.39,465,49.68,4.3,8.82,37.2,133.09,0,6411.39,14820.83,113.06,15.63,18.39,465,49.68,4.3,8.82,37.2,133.09,0,6411.39,14820.83,113.06
United Kingdom,Singapore,2017,EXPIMP,Food Products,476480.89,22643.86,7.67,0.9,5.74,1.11,2.91,12.12,16.93,550,38.18,8.36,13.09,40.36,53.98,0,11936.48,21516.57,667.32,12.81,16.93,550,38.18,8.18,13.09,40.55,53.98,0,11936.48,21522.29,661.61
United Kingdom,Solomon Islands,2017,EXPIMP,Food Products,26.49,15.21,4.62,0.37,0.58,23.93,-43.76,0,0,1,0,100,0,0,0,0,0,0,15.21,0,0,1,0,100,0,0,0,0,0,0,15.21
United Kingdom,Sierra Leone,2017,EXPIMP,Food Products,4513.58,2.53,11.22,0.03,1.28,-2.64,-22.63,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,El Salvador,2017,EXPIMP,Food Products,1342.28,6154.58,4.85,33.77,1.82,-0.72,-0.86,0,0,1,0,100,0,0,0,0,0,0,6154.58,2.13,2.13,1,0,0,0,100,2.13,2.13,0,6154.58,0
United Kingdom,San Marino,2017,EXPIMP,Food Products,300.09,6.07,4.06,0.1,,,,0,0,1,0,100,0,0,0,0,0,0,6.07,9.6,9.6,1,100,0,0,0,9.6,9.6,0,6.07,0
United Kingdom,Sudan,2017,EXPIMP,Food Products,3683.42,3008.14,3.63,22.36,0.62,-7.85,54.71,13.73,2.44,112,26.79,0,0,73.21,35.53,2.13,0,3008.14,0,13.73,2.44,112,26.79,0,0,73.21,35.53,2.13,0,3008.14,0
United Kingdom,Slovak Republic,2017,EXPIMP,Food Products,23079.05,46903.33,2.98,1.45,0.96,2.31,-4.32,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Slovenia,2017,EXPIMP,Food Products,19314.45,19394.92,5.51,3.62,1.19,3.33,-0.22,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Sweden,2017,EXPIMP,Food Products,335723.6,292550.33,4.93,3.25,1.18,2.71,5.6,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Eswatini,2017,EXPIMP,Food Products,537.11,7646.98,14.63,70.04,2.16,5.63,-27.2,0,0,307,0,100,0,0,0,0,0,0,7646.98,26.24,37.81,307,65.15,0.65,0,34.2,96.13,0,0,7646.98,0
United Kingdom,Seychelles,2017,EXPIMP,Food Products,2470.17,76171.39,8.05,97.37,3.16,4.39,11.42,0,0,23,0,100,0,0,0,0,0,0,76171.39,14.77,24.03,23,100,0,0,0,25,5.5,0,76171.39,0
United Kingdom,Syrian Arab Republic,2017,EXPIMP,Food Products,973.88,213.65,8.5,4.18,,,,10.81,8.99,319,42.01,7.84,9.4,40.75,50.48,0,20.98,182.51,30.64,16.99,14.53,319,47.65,1.88,9.72,40.75,53.98,0,20.98,213.16,0
United Kingdom,Thailand,2017,EXPIMP,Food Products,88007.34,847984.84,5.44,22.9,2.19,4.38,-11.12,18.3,49.64,1127,45.52,3.28,8.96,42.24,144.6,0,57335.54,840412.06,5295.24,20.61,49.65,1127,45.52,2.84,8.96,42.68,144.6,0,57335.54,840485.61,5221.69
United Kingdom,Trinidad and Tobago,2017,EXPIMP,Food Products,15917.6,3150.15,11.44,2.02,2,-3.75,-18.43,0,0,118,0,100,0,0,0,0,0,0,2927.27,11.54,3.49,118,27.12,17.8,34.75,20.34,53.98,0,644.47,2694.1,233.17
United Kingdom,Tunisia,2017,EXPIMP,Food Products,4947.74,795.38,2.56,0.43,0.57,8.38,4.1,6.86,6.93,68,14.71,36.76,32.35,16.18,30.76,0,383.65,675.42,119.96,12.73,14.32,68,42.65,7.35,33.82,16.18,30.76,0,383.65,795.38,0
United Kingdom,Turkey,2017,EXPIMP,Food Products,143152.95,195230.37,1.5,1.95,1.2,3.9,3.73,5.35,3.53,1106,1.63,57.87,7.96,32.55,145.15,0,56848.06,113826.95,80766.81,18.24,15.94,1106,49.1,3.07,9.04,38.79,145.15,0,56848.06,175647.24,18946.52
United Kingdom,Uganda,2017,EXPIMP,Food Products,2924.49,397.65,5.15,2.1,0.93,7.62,-0.45,13.03,0.12,70,0,97.14,0,2.86,43.2,0,0,1.18,385.56,21.14,7.18,70,62.86,2.86,0,34.29,43.2,0,0,386.74,0
United Kingdom,Ukraine,2017,EXPIMP,Food Products,25334.17,31073.07,4.83,6.24,1.9,5.39,4,1.37,0.06,392,2.04,60.71,6.63,30.61,23.43,0,690.52,718.03,30291.87,11.68,3.54,392,25.26,6.89,18.88,48.98,53.98,0,7569.51,12377.79,18632.12
United Kingdom,Uruguay,2017,EXPIMP,Food Products,54022.19,6517.4,23.73,9.2,1.93,1.49,-13.73,10.29,1.95,197,2.03,1.52,14.21,82.23,55.83,0,544.05,892.22,5625.18,10.29,1.95,197,2.03,1.52,14.21,82.23,55.83,0,544.05,892.22,5625.18
United Kingdom,United States,2017,EXPIMP,Food Products,2366944.52,1049132.14,4.01,1.78,1.6,3.07,0.8,19.13,9.3,1518,43.54,5.53,8.17,42.75,145.15,0,500990.46,753925.85,287294.72,19.13,9.3,1518,43.54,5.53,8.17,42.75,145.15,0,500990.46,753925.85,287294.72
United Kingdom,Uzbekistan,2017,EXPIMP,Food Products,832.01,1.84,2.19,0.07,0.51,,,22.17,22.17,2,0,0,0,100,27.09,17.25,0,1.84,0,25.67,25.67,2,0,0,0,100,30.59,20.75,0,1.84,0
United Kingdom,St. Vincent and the Grenadines,2017,EXPIMP,Food Products,638.97,40.62,3.98,4.96,0.55,-0.44,-8,0.4,0.1,178,0,42.13,3.93,53.93,5.52,0,1.78,1.78,38.84,7.44,7.83,178,0.56,1.69,12.36,85.39,23.43,0,22.92,39.42,1.2
United Kingdom,Venezuela,2017,EXPIMP,Food Products,14054.21,871.12,16.33,0.71,,,,0,0,7,0,42.86,57.14,0,0,0,622.6,622.6,248.52,0,0,7,0,42.86,57.14,0,0,0,622.6,622.6,248.52
United Kingdom,British Virgin Islands,2017,EXPIMP,Food Products,2714.58,1186.38,9.01,18.29,,,,0,0,29,0,100,0,0,0,0,0,0,1186.38,0.95,0.62,29,0,72.41,0,27.59,4.77,0,0,155.35,1031.03
United Kingdom,Vietnam,2017,EXPIMP,Food Products,42434.09,124657.83,5.69,2.3,1.46,-1.41,11.97,10.05,8.23,560,69.11,4.29,7.5,19.11,55.66,0,12934.12,123080.19,424.07,16.18,18.93,560,69.46,3.39,7.68,19.46,76.78,0,12934.12,123083.05,421.21
United Kingdom, World,2017,EXPIMP,Food Products,19397997.73,31608359.47,4.39,4.93,1.55,3.6,3.54,9,12.86,36444,21.34,37.33,7.58,33.75,145.15,0,2137230.8,4501978.1,2741929.28,19.79,18.99,1727,46.09,5.44,0.35,1.95,145.15,0,2244295.55,5791434.82,1452472.56
United Kingdom,Yemen,2017,EXPIMP,Food Products,6029.66,23.49,12.88,3.14,,,,0,0,1,0,100,0,0,0,0,0,0,10.51,9.6,9.6,1,100,0,0,0,9.6,9.6,0,10.51,0
United Kingdom,South Africa,2017,EXPIMP,Food Products,275445.25,217054.73,10.07,2.59,2.84,6.92,7.82,6.45,5.47,1078,12.99,44.53,8.07,34.42,130.66,0,142507.15,179227.26,37734.18,17.41,19.47,1078,35.44,6.31,10.11,48.14,133.09,0,145382.66,213661.21,3300.23
United Kingdom,"Congo, Dem. Rep.",2017,EXPIMP,Food Products,1213.35,0.02,4.14,0,0.16,-7.02,4.31,0,0,1,0,100,0,0,0,0,0,0,0.02,0,0,1,0,100,0,0,0,0,0,0,0.02
United Kingdom,Zimbabwe,2017,EXPIMP,Food Products,1724.74,4226.02,4.53,4.11,0.07,-14.44,-19.61,0,0,43,0,100,0,0,0,0,0,0,4220.21,11.44,7.11,43,37.21,4.65,13.95,44.19,23.06,0,8.76,4220.21,0
United Kingdom,East Asia & Pacific,2017,EXPIMP,Food Products,2594360.92,2440041.33,4,2.26,,,,12.15,24.41,10117,35.48,17.84,9.07,37.6,144.6,0,869112.89,2153069.8,251449.15,19.41,27.35,1607,46.67,5.35,1.24,6.39,144.6,0,872733.91,2286626.62,117892.33
United Kingdom,Europe & Central Asia,2017,EXPIMP,Food Products,11170437.2,24842045.37,4.47,6.28,,,,7,3.15,5417,13.68,37.81,7.77,40.74,145.15,0,78668.58,178891.3,379582.79,17.59,10.23,1365,45.79,5.93,2.25,9.91,145.15,0,127358.93,367831.2,190642.9
United Kingdom,Latin America & Caribbean,2017,EXPIMP,Food Products,844890.77,1869005.88,10.57,18.56,,,,4.66,8.46,6436,7.77,55.25,5.89,31.09,145.15,0,445174.91,823209.93,1040958.61,18.63,17.9,1370,43.8,5.4,1.86,8.95,145.15,0,468348.71,1180766.78,683401.76
United Kingdom,Middle East & North Africa,2017,EXPIMP,Food Products,1032375.1,108547.34,3.52,0.83,,,,6.76,1.99,4925,15.84,50.05,7.78,26.34,133.09,0,12833.7,23595.17,81316.05,19.22,13.03,1356,43.95,4.87,2.4,11.7,133.09,0,25789.76,98382.88,6528.35
United Kingdom,North America,2017,EXPIMP,Food Products,2722837.45,1259140.65,4.16,1.71,,,,17.99,10.46,2489,41.18,5.91,9.2,43.71,145.15,0,547311.7,947191.39,298626.17,19.12,10.46,1530,43.92,5.49,5.02,26.07,145.15,0,547311.7,947191.39,298626.17
United Kingdom,South Asia,2017,EXPIMP,Food Products,230292.23,212579.77,3.42,1.39,,,,6.03,8.4,2989,17.43,47.61,7.03,27.94,139.77,0,35896.93,174550.15,29406.57,18.05,13.56,1261,45.52,4.68,3.55,17.46,139.77,0,48653.9,197808.06,6148.67
United Kingdom,Sub-Saharan Africa,2017,EXPIMP,Food Products,492351.85,851897.89,6.56,6.94,,,,4.38,1.87,3202,7.71,63.74,4.56,23.99,130.66,0,142607.6,188208.3,653572.37,17.73,17.4,1357,42.37,5.08,3.65,18.61,133.09,0,148394.11,698957.12,142823.55
